id_cliente,timestamp_chegada,dia_semana,hora,canal,tempo_servico_min,tam_pedido_itens,ticket_R$,perfil_totem,atendentes_efetivos,intervalo_chegada_min
2151,2026-05-05 11:20:40.285477,ter,11,balcao,2.851,1,12.06,,1,0.5092774166666667
2302,2026-05-05 11:20:47.617725,ter,11,drive,3.319,1,8.54,,1,0.5151817833333333
2218,2026-05-05 11:20:49.869793,ter,11,totem,1.004,5,78.71,jovem,4,0.4253406
2303,2026-05-05 11:21:06.734364,ter,11,drive,2.974,3,30.03,,1,0.31861065
2152,2026-05-05 11:21:44.434177,ter,11,balcao,0.235,2,35.92,,1,1.069145
2304,2026-05-05 11:22:07.208770,ter,11,drive,3.72,1,9.87,,1,1.0079067666666668
2305,2026-05-05 11:22:07.333965,ter,11,drive,1.817,5,75.45,,1,0.0020865833333333335
2219,2026-05-05 11:22:17.864052,ter,11,totem,1.561,2,24.15,idoso,4,1.4665709833333334
2306,2026-05-05 11:22:29.482281,ter,11,drive,4.462,3,37.25,,1,0.36913860000000004
2220,2026-05-05 11:22:33.865972,ter,11,totem,1.41,2,30.68,idoso,4,0.26669866666666664
2307,2026-05-05 11:22:36.765223,ter,11,drive,1.996,3,29.91,,1,0.12138236666666667
2153,2026-05-05 11:22:43.803156,ter,11,balcao,1.094,3,47.87,,1,0.9894829833333334
2308,2026-05-05 11:23:48.336522,ter,11,drive,5.157,3,47.15,,1,1.1928549833333333
2221,2026-05-05 11:23:48.371343,ter,11,totem,0.364,4,36.46,idoso,4,1.2417561833333333
2309,2026-05-05 11:24:23.721210,ter,11,drive,2.752,1,8.89,,1,0.5897448
2310,2026-05-05 11:24:37.417691,ter,11,drive,3.806,2,30.13,,1,0.22827468333333334
2154,2026-05-05 11:24:43.521774,ter,11,balcao,4.198,2,22.89,,1,1.9953103
2222,2026-05-05 11:24:57.282216,ter,11,totem,1.796,2,21.88,jovem,4,1.14851455
2155,2026-05-05 11:25:07.134364,ter,11,balcao,1.096,2,34.3,,1,0.39354316666666667
2156,2026-05-05 11:25:12.622312,ter,11,balcao,0.002,1,14.22,,1,0.0914658
2311,2026-05-05 11:25:30.952430,ter,11,drive,2.469,6,56.5,,1,0.89224565
2312,2026-05-05 11:25:31.731115,ter,11,drive,4.783,4,54.53,,1,0.012978083333333333
2313,2026-05-05 11:25:36.860400,ter,11,drive,2.888,2,31.2,,1,0.08548808333333334
2223,2026-05-05 11:25:40.560626,ter,11,totem,0.172,3,51.02,jovem,4,0.7213068333333333
2224,2026-05-05 11:25:41.951700,ter,11,totem,0.114,4,38.94,jovem,4,0.023184566666666667
2225,2026-05-05 11:25:54.005959,ter,11,totem,1.517,2,18.8,idoso,4,0.20090431666666667
2314,2026-05-05 11:26:11.437334,ter,11,drive,2.418,4,42.1,,1,0.5762822333333334
2157,2026-05-05 11:26:35.540646,ter,11,balcao,0.829,1,15.49,,1,1.3819722333333333
2315,2026-05-05 11:26:51.231384,ter,11,drive,2.45,2,21.05,,1,0.6632341666666667
2158,2026-05-05 11:26:52.996157,ter,11,balcao,4.282,4,51.53,,1,0.29092518333333334
2226,2026-05-05 11:27:00.967306,ter,11,totem,2.573,2,25.26,jovem,4,1.11602245
2227,2026-05-05 11:27:05.701152,ter,11,totem,2.262,3,29.82,jovem,4,0.07889743333333334
2159,2026-05-05 11:27:05.747078,ter,11,balcao,6.572,2,21.84,,1,0.21251535
2160,2026-05-05 11:27:26.939794,ter,11,balcao,3.222,3,51.76,,1,0.35321193333333334
2316,2026-05-05 11:27:29.157608,ter,11,drive,3.359,4,70.17,,1,0.6321037333333333
2161,2026-05-05 11:27:29.573814,ter,11,balcao,1.984,3,34.92,,1,0.04390033333333333
2317,2026-05-05 11:27:40.100202,ter,11,drive,0.495,2,28.13,,1,0.18237656666666666
2162,2026-05-05 11:27:42.629765,ter,11,balcao,5.214,1,8.51,,1,0.21759918333333333
2318,2026-05-05 11:28:12.159471,ter,11,drive,3.054,3,39.15,,1,0.53432115
2319,2026-05-05 11:28:50.136051,ter,11,drive,2.213,4,38.96,,1,0.6329429999999999
2320,2026-05-05 11:29:18.926165,ter,11,drive,0.87,4,38.4,,1,0.47983523333333333
2228,2026-05-05 11:29:27.658734,ter,11,totem,1.137,6,87.88,idoso,4,2.3659597
2229,2026-05-05 11:29:28.377486,ter,11,totem,2.945,4,71.53,jovem,4,0.011979199999999999
2321,2026-05-05 11:29:35.747507,ter,11,drive,0.567,2,20.55,,1,0.28035570000000004
2322,2026-05-05 11:30:15.762647,ter,11,drive,3.441,1,9.38,,1,0.666919
2163,2026-05-05 11:30:16.232448,ter,11,balcao,1.029,2,27.95,,1,2.560044716666667
2323,2026-05-05 11:30:22.353324,ter,11,drive,2.873,3,30.07,,1,0.10984461666666667
2324,2026-05-05 11:31:09.539933,ter,11,drive,8.403,4,34.57,,1,0.7864434833333332
2325,2026-05-05 11:31:10.380597,ter,11,drive,6.54,4,70.0,,1,0.014011066666666665
2230,2026-05-05 11:31:54.123133,ter,11,totem,1.549,1,9.66,jovem,4,2.4290941166666666
2231,2026-05-05 11:31:56.176112,ter,11,totem,5.214,4,35.96,idoso,4,0.03421631666666667
2164,2026-05-05 11:31:59.547713,ter,11,balcao,1.265,5,59.77,,1,1.7219210833333334
2326,2026-05-05 11:32:09.498745,ter,11,drive,2.755,1,11.76,,1,0.9853024666666667
2327,2026-05-05 11:32:33.447129,ter,11,drive,3.083,2,32.41,,1,0.39913973333333336
2165,2026-05-05 11:33:10.312904,ter,11,balcao,1.576,4,45.91,,1,1.17941985
2328,2026-05-05 11:33:39.724282,ter,11,drive,1.647,2,24.89,,1,1.1046192166666666
2166,2026-05-05 11:33:41.581632,ter,11,balcao,0.035,2,23.46,,1,0.5211454666666666
2167,2026-05-05 11:33:48.089529,ter,11,balcao,1.727,4,50.52,,1,0.10846494999999999
2168,2026-05-05 11:33:59.310527,ter,11,balcao,0.384,1,8.94,,1,0.18701663333333332
2329,2026-05-05 11:34:15.480954,ter,11,drive,4.152,3,48.4,,1,0.5959445333333334
2232,2026-05-05 11:34:46.392922,ter,11,totem,8.638,2,32.13,idoso,4,2.8369468333333336
2233,2026-05-05 11:34:47.062796,ter,11,totem,0.797,6,74.01,idoso,4,0.011164566666666665
2234,2026-05-05 11:34:54.413212,ter,11,totem,0.616,5,82.07,jovem,4,0.12250693333333333
2330,2026-05-05 11:35:05.006220,ter,11,drive,1.996,1,17.53,,1,0.8254211
2235,2026-05-05 11:35:48.937091,ter,11,totem,2.139,2,34.6,jovem,4,0.9087313166666667
2236,2026-05-05 11:36:14.490575,ter,11,totem,1.328,2,26.25,jovem,4,0.42589140000000003
2169,2026-05-05 11:36:14.897175,ter,11,balcao,0.037,2,19.68,,1,2.259777466666667
2331,2026-05-05 11:36:20.372639,ter,11,drive,3.497,6,75.94,,1,1.2561069833333331
2332,2026-05-05 11:36:30.627878,ter,11,drive,7.761,1,10.87,,1,0.17092064999999998
2237,2026-05-05 11:36:39.854782,ter,11,totem,0.02,5,52.51,jovem,4,0.42273678333333337
2333,2026-05-05 11:36:45.143303,ter,11,drive,3.334,4,66.93,,1,0.24192375000000002
2334,2026-05-05 11:36:49.046132,ter,11,drive,5.836,2,21.34,,1,0.06504715
2238,2026-05-05 11:37:00.713621,ter,11,totem,1.767,3,48.48,jovem,4,0.34764731666666665
2239,2026-05-05 11:37:21.703500,ter,11,totem,0.909,3,30.76,jovem,4,0.3498313166666666
2335,2026-05-05 11:37:29.677118,ter,11,drive,3.885,4,69.82,,1,0.6771831
2336,2026-05-05 11:37:35.353085,ter,11,drive,2.236,2,31.56,,1,0.09459945
2240,2026-05-05 11:37:42.904227,ter,11,totem,0.191,2,33.55,jovem,4,0.35334545
2337,2026-05-05 11:37:46.470389,ter,11,drive,1.576,2,30.24,,1,0.18528840000000002
2338,2026-05-05 11:37:50.205414,ter,11,drive,2.434,3,46.43,,1,0.06225041666666666
2339,2026-05-05 11:38:16.478660,ter,11,drive,4.335,3,53.55,,1,0.43788743333333335
2340,2026-05-05 11:38:21.592305,ter,11,drive,5.257,2,29.93,,1,0.08522741666666667
2241,2026-05-05 11:38:28.534536,ter,11,totem,4.442,3,46.55,idoso,4,0.76050515
2170,2026-05-05 11:38:43.595824,ter,11,balcao,0.248,4,63.9,,1,2.4783108166666663
2242,2026-05-05 11:39:03.867796,ter,11,totem,1.353,3,46.91,idoso,4,0.5888876666666667
2341,2026-05-05 11:39:04.398263,ter,11,drive,3.242,3,37.87,,1,0.7134326333333333
2243,2026-05-05 11:39:26.655071,ter,11,totem,9.1,3,39.95,idoso,4,0.37978791666666667
2244,2026-05-05 11:39:32.283713,ter,11,totem,0.019,3,36.9,jovem,4,0.0938107
2342,2026-05-05 11:39:53.757010,ter,11,drive,1.535,1,16.63,,1,0.8226457833333334
2343,2026-05-05 11:40:20.582198,ter,11,drive,12.633,1,13.84,,1,0.4470864666666667
2245,2026-05-05 11:40:24.117294,ter,11,totem,3.179,4,38.4,jovem,4,0.8638930166666667
2171,2026-05-05 11:40:33.865754,ter,11,balcao,11.381,4,44.88,,1,1.8378321666666666
2246,2026-05-05 11:40:47.536890,ter,11,totem,0.821,1,10.42,jovem,4,0.39032659999999997
2344,2026-05-05 11:41:27.899925,ter,11,drive,5.655,5,50.85,,1,1.1219621166666667
2345,2026-05-05 11:41:36.542933,ter,11,drive,3.641,1,10.02,,1,0.14405013333333333
2172,2026-05-05 11:41:37.933461,ter,11,balcao,0.906,4,36.43,,1,1.0677951166666666
2346,2026-05-05 11:41:49.344585,ter,11,drive,7.109,2,20.03,,1,0.21336086666666668
2347,2026-05-05 11:41:56.426175,ter,11,drive,1.011,2,18.36,,1,0.1180265
2247,2026-05-05 11:42:06.547320,ter,11,totem,1.912,1,14.94,jovem,4,1.3168405
2248,2026-05-05 11:42:12.644325,ter,11,totem,0.651,3,38.13,jovem,4,0.10161675
2173,2026-05-05 11:42:18.438303,ter,11,balcao,5.799,3,35.66,,1,0.6750807
2348,2026-05-05 11:42:22.140783,ter,11,drive,1.866,2,28.88,,1,0.4285768
2174,2026-05-05 11:42:24.730347,ter,11,balcao,7.55,1,17.94,,1,0.1048674
2249,2026-05-05 11:42:27.616191,ter,11,totem,0.979,5,77.5,jovem,4,0.2495311
2175,2026-05-05 11:42:35.864729,ter,11,balcao,2.187,3,49.61,,1,0.18557303333333333
2250,2026-05-05 11:42:41.631338,ter,11,totem,0.2,3,33.53,jovem,4,0.23358578333333335
2251,2026-05-05 11:42:51.637410,ter,11,totem,0.094,3,27.09,idoso,4,0.16676786666666665
2349,2026-05-05 11:43:07.165783,ter,11,drive,4.168,3,31.35,,1,0.7504166666666666
2350,2026-05-05 11:43:08.373673,ter,11,drive,1.993,4,71.05,,1,0.0201315
2252,2026-05-05 11:43:40.171728,ter,11,totem,1.176,5,56.33,jovem,4,0.8089052999999999
2351,2026-05-05 11:44:11.834393,ter,11,drive,1.848,2,17.82,,1,1.0576786666666667
2176,2026-05-05 11:44:29.121990,ter,11,balcao,1.535,5,52.06,,1,1.8876210166666667
2177,2026-05-05 11:44:43.114774,ter,11,balcao,0.739,2,24.77,,1,0.23321306666666666
2352,2026-05-05 11:44:44.511836,ter,11,drive,0.928,3,38.44,,1,0.5446240499999999
2253,2026-05-05 11:44:53.971894,ter,11,totem,0.474,3,49.15,jovem,4,1.2300027666666666
2178,2026-05-05 11:45:02.455138,ter,11,balcao,0.177,2,17.66,,1,0.3223394
2254,2026-05-05 11:45:03.464502,ter,11,totem,1.005,1,10.17,jovem,4,0.15821013333333334
2255,2026-05-05 11:45:17.378745,ter,11,totem,0.465,2,22.72,jovem,4,0.23190405
2353,2026-05-05 11:45:23.779076,ter,11,drive,2.072,3,27.59,,1,0.654454
2256,2026-05-05 11:45:34.167824,ter,11,totem,0.126,3,48.98,idoso,4,0.27981798333333335
2179,2026-05-05 11:45:42.487825,ter,11,balcao,1.631,1,9.32,,1,0.66721145
2354,2026-05-05 11:46:17.592195,ter,11,drive,3.175,6,78.52,,1,0.8968853166666667
2180,2026-05-05 11:46:40.952652,ter,11,balcao,0.585,4,53.58,,1,0.9744137833333333
2355,2026-05-05 11:47:38.058262,ter,11,drive,4.726,1,15.37,,1,1.3411011166666666
2257,2026-05-05 11:47:44.165852,ter,11,totem,2.936,5,86.96,jovem,4,2.1666338
2258,2026-05-05 11:47:56.548911,ter,11,totem,0.067,1,13.26,jovem,4,0.20638431666666665
2259,2026-05-05 11:48:01.221278,ter,11,totem,3.475,3,44.29,idoso,4,0.07787278333333333
2181,2026-05-05 11:48:01.851201,ter,11,balcao,0.516,3,41.28,,1,1.34830915
2182,2026-05-05 11:48:26.306383,ter,11,balcao,10.159,2,31.93,,1,0.4075863666666667
2183,2026-05-05 11:48:27.721971,ter,11,balcao,0.356,3,38.84,,1,0.023593133333333335
2356,2026-05-05 11:48:50.693936,ter,11,drive,3.543,2,24.87,,1,1.2105945666666666
2184,2026-05-05 11:48:51.133297,ter,11,balcao,11.244,2,34.79,,1,0.39018876666666663
2260,2026-05-05 11:49:29.205740,ter,11,totem,1.894,1,14.99,jovem,4,1.4664077
2185,2026-05-05 11:49:39.648389,ter,11,balcao,0.32,4,52.3,,1,0.8085848666666667
2261,2026-05-05 11:49:41.351864,ter,11,totem,1.006,1,9.67,jovem,4,0.20243540000000002
2357,2026-05-05 11:49:58.513533,ter,11,drive,3.061,1,16.08,,1,1.1303266166666668
2358,2026-05-05 11:50:22.156418,ter,11,drive,3.609,1,12.13,,1,0.39404808333333335
2262,2026-05-05 11:50:35.253215,ter,11,totem,3.83,2,25.27,idoso,4,0.89835585
2186,2026-05-05 11:50:57.580417,ter,11,balcao,0.767,2,35.46,,1,1.2988671333333335
2359,2026-05-05 11:51:02.073526,ter,11,drive,0.585,3,51.51,,1,0.6652851333333333
2263,2026-05-05 11:51:04.281374,ter,11,totem,0.491,2,30.07,jovem,4,0.48380265
2187,2026-05-05 11:51:12.683013,ter,11,balcao,3.367,3,49.62,,1,0.25170993333333336
2360,2026-05-05 11:51:13.944544,ter,11,drive,6.932,1,10.86,,1,0.19785029999999998
2264,2026-05-05 11:51:17.374880,ter,11,totem,0.885,4,69.23,jovem,4,0.2182251
2361,2026-05-05 11:51:25.419290,ter,11,drive,1.731,3,32.47,,1,0.19124576666666665
2362,2026-05-05 11:51:33.709297,ter,11,drive,3.668,2,30.99,,1,0.13816678333333332
2363,2026-05-05 11:51:41.058155,ter,11,drive,1.774,4,62.07,,1,0.12248096666666666
2265,2026-05-05 11:51:45.444609,ter,11,totem,0.163,5,73.95,jovem,4,0.46782881666666665
2188,2026-05-05 11:52:04.771704,ter,11,balcao,0.55,3,32.26,,1,0.86814485
2266,2026-05-05 11:52:14.803053,ter,11,totem,1.326,1,14.55,idoso,4,0.4893074
2364,2026-05-05 11:52:25.454965,ter,11,drive,2.681,2,18.12,,1,0.7399468333333333
2189,2026-05-05 11:52:53.022536,ter,11,balcao,1.411,6,92.92,,1,0.8041805333333334
2365,2026-05-05 11:53:46.437430,ter,11,drive,13.292,1,8.53,,1,1.34970775
2190,2026-05-05 11:54:17.121189,ter,11,balcao,0.192,1,17.3,,1,1.4016442166666667
2267,2026-05-05 11:54:27.437898,ter,11,totem,0.34,2,19.81,idoso,4,2.21058075
2366,2026-05-05 11:54:40.714417,ter,11,drive,3.066,1,12.49,,1,0.90461645
2268,2026-05-05 11:55:10.073027,ter,11,totem,0.343,4,66.3,jovem,4,0.7105854833333333
2367,2026-05-05 11:55:32.752907,ter,11,drive,2.44,4,53.94,,1,0.8673081666666668
2269,2026-05-05 11:56:04.938294,ter,11,totem,1.757,3,28.87,jovem,4,0.9144211166666667
2368,2026-05-05 11:56:10.727230,ter,11,drive,4.865,5,71.77,,1,0.6329053833333333
2191,2026-05-05 11:56:58.481234,ter,11,balcao,0.443,2,31.35,,1,2.6893340833333337
2369,2026-05-05 11:57:28.414091,ter,11,drive,0.793,2,25.64,,1,1.2947810166666665
2192,2026-05-05 11:57:35.717847,ter,11,balcao,1.591,5,57.26,,1,0.6206102166666666
2270,2026-05-05 11:58:58.584139,ter,11,totem,1.3,2,28.59,jovem,4,2.894097416666667
2193,2026-05-05 11:59:05.127707,ter,11,balcao,1.613,5,59.61,,1,1.4901643333333332
2194,2026-05-05 11:59:53.000578,ter,11,balcao,0.397,2,29.0,,1,0.7978811833333334
2271,2026-05-05 11:59:57.855586,ter,11,totem,2.343,4,47.05,idoso,4,0.98785745
2370,2026-05-05 12:00:13.996622,ter,12,balcao,1.414,3,39.05,,1,0.3499340666666667
2427,2026-05-05 12:00:37.657224,ter,12,totem,0.022,1,13.93,jovem,4,0.6633606333333333
2371,2026-05-05 12:00:47.388003,ter,12,balcao,2.002,4,63.21,,1,0.5565230166666667
2490,2026-05-05 12:00:49.347570,ter,12,drive,5.262,4,34.38,,1,3.3488913166666667
2428,2026-05-05 12:00:57.597842,ter,12,totem,0.264,1,11.14,jovem,4,0.33234363333333333
2372,2026-05-05 12:01:17.072431,ter,12,balcao,0.988,1,12.33,,1,0.49474046666666666
2429,2026-05-05 12:01:41.449616,ter,12,totem,1.853,4,64.39,jovem,4,0.7308629
2491,2026-05-05 12:01:48.902351,ter,12,drive,8.005,2,22.38,,1,0.9925796833333334
2492,2026-05-05 12:02:19.604559,ter,12,drive,9.873,3,52.64,,1,0.5117034666666667
2430,2026-05-05 12:03:29.105125,ter,12,totem,0.944,6,77.25,jovem,4,1.7942584833333333
2493,2026-05-05 12:03:32.331239,ter,12,drive,1.72,7,61.18,,1,1.2121113333333333
2431,2026-05-05 12:03:36.733966,ter,12,totem,3.024,3,47.38,idoso,4,0.12714735000000002
2494,2026-05-05 12:03:37.285997,ter,12,drive,1.153,1,12.59,,1,0.0825793
2495,2026-05-05 12:03:40.562860,ter,12,drive,0.842,2,32.7,,1,0.054614383333333336
2373,2026-05-05 12:03:42.639309,ter,12,balcao,1.298,1,15.77,,1,2.4261146333333334
2496,2026-05-05 12:03:52.541027,ter,12,drive,1.471,3,50.37,,1,0.19963611666666664
2497,2026-05-05 12:04:05.638369,ter,12,drive,2.226,2,22.13,,1,0.21828903333333333
2498,2026-05-05 12:04:07.557535,ter,12,drive,10.668,3,43.79,,1,0.031986099999999996
2374,2026-05-05 12:04:11.072974,ter,12,balcao,2.685,1,17.65,,1,0.4738944166666667
2499,2026-05-05 12:05:08.418763,ter,12,drive,2.094,4,55.69,,1,1.0143537999999999
2375,2026-05-05 12:05:28.376615,ter,12,balcao,1.123,1,12.72,,1,1.2883940166666668
2432,2026-05-05 12:06:12.617336,ter,12,totem,0.441,3,37.34,jovem,4,2.598056166666667
2500,2026-05-05 12:06:22.588820,ter,12,drive,0.401,3,39.18,,1,1.2361676166666666
2433,2026-05-05 12:06:39.361423,ter,12,totem,0.02,3,53.06,idoso,4,0.44573478333333333
2501,2026-05-05 12:06:51.302074,ter,12,drive,1.845,4,34.86,,1,0.4785542333333333
2434,2026-05-05 12:07:40.203106,ter,12,totem,1.221,2,24.41,idoso,4,1.01402805
2376,2026-05-05 12:08:13.259119,ter,12,balcao,2.398,2,27.0,,1,2.7480417333333333
2502,2026-05-05 12:08:28.539193,ter,12,drive,1.277,1,16.56,,1,1.6206186500000002
2435,2026-05-05 12:08:47.169652,ter,12,totem,0.142,4,43.72,idoso,4,1.1161090999999999
2503,2026-05-05 12:09:02.655622,ter,12,drive,1.823,3,47.87,,1,0.56860715
2504,2026-05-05 12:09:41.472780,ter,12,drive,3.255,2,27.14,,1,0.6469526333333333
2505,2026-05-05 12:09:56.661131,ter,12,drive,5.384,1,9.38,,1,0.25313918333333335
2436,2026-05-05 12:10:18.899516,ter,12,totem,3.103,3,49.5,jovem,4,1.5288310666666667
2437,2026-05-05 12:10:22.160927,ter,12,totem,0.583,4,42.12,idoso,4,0.05435685
2377,2026-05-05 12:10:55.986655,ter,12,balcao,4.111,4,37.25,,1,2.7121256
2438,2026-05-05 12:11:21.569914,ter,12,totem,0.095,3,42.64,jovem,4,0.9901497833333334
2506,2026-05-05 12:11:27.510570,ter,12,drive,2.675,3,41.66,,1,1.5141573166666666
2378,2026-05-05 12:11:30.738356,ter,12,balcao,2.346,1,15.92,,1,0.5791950166666666
2507,2026-05-05 12:11:32.482953,ter,12,drive,4.135,3,40.49,,1,0.08287304999999999
2379,2026-05-05 12:11:34.580112,ter,12,balcao,2.205,5,67.15,,1,0.06402926666666667
2380,2026-05-05 12:12:23.065234,ter,12,balcao,8.277,3,36.2,,1,0.8080853666666666
2439,2026-05-05 12:12:29.633904,ter,12,totem,4.876,3,33.41,jovem,4,1.1343998333333334
2508,2026-05-05 12:12:47.600596,ter,12,drive,4.059,2,19.7,,1,1.2519607166666666
2509,2026-05-05 12:13:09.309307,ter,12,drive,5.301,3,43.14,,1,0.36181185
2440,2026-05-05 12:13:18.260550,ter,12,totem,2.447,1,11.76,idoso,4,0.8104441
2441,2026-05-05 12:13:29.103246,ter,12,totem,1.064,1,17.48,jovem,4,0.1807116
2442,2026-05-05 12:13:30.389068,ter,12,totem,0.02,1,16.5,jovem,4,0.021430366666666666
2510,2026-05-05 12:14:00.190289,ter,12,drive,7.945,1,15.38,,1,0.8480163666666667
2443,2026-05-05 12:14:07.815747,ter,12,totem,2.301,4,42.19,idoso,4,0.6237779833333333
2444,2026-05-05 12:14:34.273409,ter,12,totem,4.797,1,9.41,idoso,4,0.4409610333333333
2445,2026-05-05 12:14:40.271200,ter,12,totem,0.853,5,46.42,jovem,4,0.09996318333333334
2511,2026-05-05 12:14:42.600964,ter,12,drive,4.821,5,82.71,,1,0.7068445833333333
2512,2026-05-05 12:14:58.410633,ter,12,drive,2.002,2,19.41,,1,0.2634944833333333
2381,2026-05-05 12:15:00.215976,ter,12,balcao,0.905,2,24.55,,1,2.6191790333333334
2513,2026-05-05 12:15:13.583116,ter,12,drive,4.828,4,44.84,,1,0.25287471666666667
2514,2026-05-05 12:15:21.865019,ter,12,drive,4.735,2,24.58,,1,0.13803171666666667
2515,2026-05-05 12:15:45.111424,ter,12,drive,3.023,1,14.51,,1,0.3874400833333333
2516,2026-05-05 12:16:06.622080,ter,12,drive,2.086,4,65.65,,1,0.35851093333333334
2446,2026-05-05 12:16:16.335247,ter,12,totem,4.981,4,53.82,idoso,4,1.60106745
2517,2026-05-05 12:16:43.075873,ter,12,drive,11.659,2,34.13,,1,0.6075632166666666
2382,2026-05-05 12:17:21.926408,ter,12,balcao,0.305,4,44.64,,1,2.3618405333333334
2518,2026-05-05 12:17:43.348782,ter,12,drive,7.318,3,29.09,,1,1.0045484833333334
2519,2026-05-05 12:18:22.435568,ter,12,drive,4.789,1,10.18,,1,0.6514464333333333
2520,2026-05-05 12:18:46.601298,ter,12,drive,5.198,2,23.12,,1,0.40276216666666664
2447,2026-05-05 12:18:52.129543,ter,12,totem,3.01,2,34.03,jovem,4,2.5965716
2521,2026-05-05 12:19:03.004265,ter,12,drive,3.141,2,18.54,,1,0.2733827833333333
2522,2026-05-05 12:19:43.669188,ter,12,drive,2.434,4,53.2,,1,0.6777487166666667
2523,2026-05-05 12:20:04.082650,ter,12,drive,16.356,2,24.95,,1,0.34022436666666667
2524,2026-05-05 12:20:07.207393,ter,12,drive,9.527,5,73.3,,1,0.05207905
2448,2026-05-05 12:20:15.723943,ter,12,totem,8.932,7,75.05,idoso,4,1.3932399999999998
2525,2026-05-05 12:20:37.613982,ter,12,drive,7.349,1,12.38,,1,0.5067764833333334
2526,2026-05-05 12:20:46.909959,ter,12,drive,0.48,2,21.52,,1,0.15493295
2527,2026-05-05 12:20:52.082242,ter,12,drive,3.603,4,61.19,,1,0.08620471666666667
2383,2026-05-05 12:21:17.421252,ter,12,balcao,1.379,1,13.24,,1,3.9249140666666666
2449,2026-05-05 12:21:19.370328,ter,12,totem,0.599,4,70.72,idoso,4,1.0607730833333333
2528,2026-05-05 12:21:26.856731,ter,12,drive,1.541,4,34.82,,1,0.5795748166666667
2450,2026-05-05 12:21:37.615499,ter,12,totem,0.282,6,80.79,jovem,4,0.3040861833333333
2529,2026-05-05 12:21:40.622645,ter,12,drive,1.562,4,64.45,,1,0.2294319
2530,2026-05-05 12:21:49.218604,ter,12,drive,4.415,5,86.34,,1,0.14326598333333335
2451,2026-05-05 12:21:55.400776,ter,12,totem,1.336,1,10.39,jovem,4,0.29642128333333334
2384,2026-05-05 12:21:59.365789,ter,12,balcao,1.9,3,31.89,,1,0.6990756166666666
2452,2026-05-05 12:22:15.860762,ter,12,totem,2.315,1,15.32,jovem,4,0.3409997666666667
2453,2026-05-05 12:22:20.655330,ter,12,totem,0.797,2,32.34,jovem,4,0.07990946666666666
2531,2026-05-05 12:22:25.667832,ter,12,drive,2.045,2,23.06,,1,0.6074871333333333
2385,2026-05-05 12:22:29.768787,ter,12,balcao,0.476,1,14.52,,1,0.5067166333333334
2532,2026-05-05 12:22:50.278447,ter,12,drive,4.294,2,27.79,,1,0.41017691666666667
2454,2026-05-05 12:22:51.806876,ter,12,totem,1.781,5,70.43,jovem,4,0.5191924333333333
2386,2026-05-05 12:22:55.454741,ter,12,balcao,7.112,3,46.49,,1,0.42809923333333333
2455,2026-05-05 12:23:27.310069,ter,12,totem,0.22,1,8.55,jovem,4,0.5917198833333334
2456,2026-05-05 12:23:50.257602,ter,12,totem,0.276,3,48.23,idoso,4,0.38245888333333333
2533,2026-05-05 12:23:52.855108,ter,12,drive,6.678,2,17.09,,1,1.04294435
2534,2026-05-05 12:23:53.680388,ter,12,drive,4.589,1,14.94,,1,0.013754666666666667
2535,2026-05-05 12:23:55.672023,ter,12,drive,4.208,2,17.99,,1,0.03319391666666667
2536,2026-05-05 12:24:11.256543,ter,12,drive,2.778,2,23.0,,1,0.259742
2457,2026-05-05 12:24:46.109531,ter,12,totem,0.276,3,34.57,jovem,4,0.9308654833333333
2537,2026-05-05 12:25:22.207813,ter,12,drive,8.388,1,14.59,,1,1.1825211666666666
2538,2026-05-05 12:25:55.278634,ter,12,drive,1.559,2,29.16,,1,0.55118035
2387,2026-05-05 12:26:17.924522,ter,12,balcao,0.864,2,35.95,,1,3.3744963500000003
2539,2026-05-05 12:26:22.707855,ter,12,drive,3.468,4,39.11,,1,0.4571536833333333
2540,2026-05-05 12:26:33.062802,ter,12,drive,4.384,4,70.44,,1,0.17258245
2388,2026-05-05 12:26:54.814382,ter,12,balcao,2.29,4,43.3,,1,0.614831
2458,2026-05-05 12:26:56.326754,ter,12,totem,0.228,2,24.39,jovem,4,2.1702870499999998
2541,2026-05-05 12:26:57.325645,ter,12,drive,6.632,2,20.57,,1,0.4043807166666667
2542,2026-05-05 12:27:14.539659,ter,12,drive,1.316,4,41.58,,1,0.2869002333333333
2543,2026-05-05 12:27:36.878293,ter,12,drive,4.523,3,43.94,,1,0.3723105666666667
2544,2026-05-05 12:27:54.808889,ter,12,drive,2.447,3,34.26,,1,0.29884326666666666
2545,2026-05-05 12:28:10.007154,ter,12,drive,2.749,6,104.93,,1,0.25330441666666664
2459,2026-05-05 12:28:14.692739,ter,12,totem,7.329,1,10.72,jovem,4,1.30609975
2389,2026-05-05 12:29:31.673898,ter,12,balcao,0.914,3,28.6,,1,2.614325266666667
2546,2026-05-05 12:29:44.717461,ter,12,drive,6.478,1,9.94,,1,1.5785051166666666
2460,2026-05-05 12:29:51.139157,ter,12,totem,0.26,3,52.25,jovem,4,1.6074403
2390,2026-05-05 12:29:55.425263,ter,12,balcao,6.717,3,50.22,,1,0.39585608333333333
2547,2026-05-05 12:30:02.090663,ter,12,drive,3.534,3,53.75,,1,0.28955336666666665
2548,2026-05-05 12:30:23.948316,ter,12,drive,1.506,3,41.93,,1,0.36429421666666667
2391,2026-05-05 12:31:17.414592,ter,12,balcao,0.201,2,18.65,,1,1.3664888166666667
